field_id,year,crop_id,std_name,target_yield_t_ha,target_source,unit_fix_applied,kept
217,2028,,,,no_data,False,False
217,2029,,,,no_data,False,False
217,2030,,,,no_data,False,False
218,2000,40.0,sunflower,,no_data,False,False
218,2001,40.0,sunflower,,no_data,False,False
218,2002,40.0,sunflower,,no_data,False,False
218,2003,40.0,sunflower,,no_data,False,False
218,2004,40.0,sunflower,,no_data,False,False
218,2005,40.0,sunflower,,no_data,False,False
218,2006,40.0,sunflower,,no_data,False,False
218,2007,40.0,sunflower,,no_data,False,False
218,2008,40.0,sunflower,,no_data,False,False
218,2009,40.0,sunflower,,no_data,False,False
218,2010,40.0,sunflower,2.4997,estimate_normalized,True,True
218,2011,40.0,sunflower,1.6986,estimate_normalized,True,True
218,2012,40.0,sunflower,1.8592,estimate_normalized,True,True
218,2013,40.0,sunflower,1.376,estimate_normalized,True,True
218,2014,40.0,sunflower,2.1887,estimate_normalized,True,True
218,2015,40.0,sunflower,1.8712,estimate_normalized,True,True
218,2016,40.0,sunflower,1.4839,estimate_normalized,True,True
218,2017,40.0,sunflower,1.2974,estimate_normalized,True,True
218,2018,40.0,sunflower,1.6402999999999999,estimate_normalized,True,True
218,2019,40.0,sunflower,1.7299,estimate_normalized,True,True
218,2020,43.0,wheat_spring,1.7929,estimate_normalized,True,True
218,2021,40.0,sunflower,2.12974358974359,physical_harvested_weight,False,True
218,2022,43.0,wheat_spring,2.1723076923076925,physical_harvested_weight,False,True
218,2023,3.0,barley_spring,3.3693589743589745,physical_harvested_weight,False,True
218,2024,43.0,wheat_spring,4.027153846153846,physical_harvested_weight,False,True
218,2025,43.0,wheat_spring,4.112820512820513,physical_harvested_weight,False,True
218,2026,3.0,barley_spring,,no_data,False,False
218,2027,43.0,wheat_spring,,no_data,False,False
218,2028,,,,no_data,False,False
218,2029,,,,no_data,False,False
218,2030,,,,no_data,False,False
219,2000,40.0,sunflower,,no_data,False,False
219,2001,40.0,sunflower,,no_data,False,False
219,2002,40.0,sunflower,,no_data,False,False
219,2003,40.0,sunflower,,no_data,False,False
219,2004,40.0,sunflower,,no_data,False,False
219,2005,40.0,sunflower,,no_data,False,False
219,2006,40.0,sunflower,,no_data,False,False
219,2007,40.0,sunflower,,no_data,False,False
219,2008,40.0,sunflower,,no_data,False,False
219,2009,40.0,sunflower,,no_data,False,False
219,2010,40.0,sunflower,2.4063,estimate_normalized,True,True
219,2011,40.0,sunflower,2.0567,estimate_normalized,True,True
219,2012,40.0,sunflower,1.8639,estimate_normalized,True,True
219,2013,40.0,sunflower,1.7675999999999998,estimate_normalized,True,True
219,2014,40.0,sunflower,2.3038,estimate_normalized,True,True
219,2015,40.0,sunflower,2.5288,estimate_normalized,True,True
219,2016,40.0,sunflower,2.2132,estimate_normalized,True,True
219,2017,44.0,wheat_winter,1.873,productivity_normalized,True,True
219,2018,40.0,sunflower,1.8597000000000001,estimate_normalized,True,True
219,2019,40.0,sunflower,2.273,productivity_normalized,True,True
219,2020,43.0,wheat_spring,4.25,productivity_normalized,False,True
219,2021,40.0,sunflower,2.818952380952381,physical_harvested_weight,False,True
219,2022,43.0,wheat_spring,2.827547619047619,physical_harvested_weight,False,True
219,2023,40.0,sunflower,2.802523809523809,physical_harvested_weight,False,True
219,2024,43.0,wheat_spring,3.6718380952380953,physical_harvested_weight,False,True
219,2025,3.0,barley_spring,3.528095238095238,physical_harvested_weight,False,True
219,2026,40.0,sunflower,,no_data,False,False
219,2027,43.0,wheat_spring,,no_data,False,False
219,2028,,,,no_data,False,False
219,2029,,,,no_data,False,False
219,2030,,,,no_data,False,False
220,2000,40.0,sunflower,,no_data,False,False
220,2001,40.0,sunflower,,no_data,False,False
220,2002,40.0,sunflower,,no_data,False,False
220,2003,40.0,sunflower,,no_data,False,False
220,2004,40.0,sunflower,,no_data,False,False
220,2005,40.0,sunflower,,no_data,False,False
220,2006,40.0,sunflower,,no_data,False,False
220,2007,40.0,sunflower,,no_data,False,False
220,2008,40.0,sunflower,,no_data,False,False
220,2009,40.0,sunflower,,no_data,False,False
220,2010,40.0,sunflower,1.9949000000000001,estimate_normalized,True,True
220,2011,40.0,sunflower,2.4819,estimate_normalized,True,True
220,2012,40.0,sunflower,1.7906,estimate_normalized,True,True
220,2013,40.0,sunflower,1.8199,estimate_normalized,True,True
220,2014,40.0,sunflower,2.0431,estimate_normalized,True,True
220,2015,40.0,sunflower,2.3007,estimate_normalized,True,True
220,2016,40.0,sunflower,2.7921,estimate_normalized,True,True
