field_id,year,crop_id,target_yield_t_ha,model_pred_oof_t_ha,model_pred_train_t_ha
233,2019,40.0,25.64,24.562597359639902,23.97940107597281
233,2020,43.0,17.5,20.540948258023306,17.72862542666295
233,2021,44.0,34.056,32.01328478393326,34.56019585093333
233,2022,46.0,44.169231,26.548580165462102,38.78946268183259
234,2010,40.0,30.815,23.88529552093721,28.04349703529078
234,2011,40.0,25.765,21.941639521568117,24.142277486216656
234,2012,40.0,17.617,23.409134646026853,19.229985456351944
234,2013,40.0,21.286,27.15690441208149,22.608131649224074
234,2014,40.0,22.455,19.403171321355536,21.459035276080535
234,2015,40.0,23.784,21.593424067756107,23.621815883572
234,2016,40.0,27.932,24.98277078924007,26.412050517339345
234,2017,40.0,27.084,25.126484644212592,25.720744811956266
234,2018,40.0,21.424,24.5364798840097,22.281037634303864
234,2019,33.0,6.081,20.4263754846204,9.367128379260157
234,2021,44.0,38.293,34.266775739750905,37.23079600599862
234,2022,43.0,35.318,29.034218851648447,35.89066586875747
234,2023,44.0,24.153,27.03105373940674,25.038222937047983
234,2024,40.0,26.562,27.944231781495834,25.97051935954128
234,2025,62.0,44.593,36.91752932767076,44.6883250408005
